Entity,Code,Year,Wind energy consumption (Terawatt-hours)
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0.0010101010101009982
Kazakhstan,KAZ,2007,0.0010101010101009982
Kazakhstan,KAZ,2008,0.0010101010101009982
Kazakhstan,KAZ,2009,0.0010101010101009982
Kazakhstan,KAZ,2010,0.0010101010101009982
Kazakhstan,KAZ,2011,0
Kazakhstan,KAZ,2012,0.003
Kazakhstan,KAZ,2013,0.005
Kazakhstan,KAZ,2014,0.006679999999999999
Kazakhstan,KAZ,2015,0.13180699999999998
Kazakhstan,KAZ,2016,0.26204
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0
Kuwait,KWT,2015,0
Kuwait,KWT,2016,0
Lithuania,LTU,1985,0
Lithuania,LTU,1986,0
Lithuania,LTU,1987,0
Lithuania,LTU,1988,0
Lithuania,LTU,1989,0
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0.0012
Lithuania,LTU,2005,0.0018
Lithuania,LTU,2006,0.0137
Lithuania,LTU,2007,0.1061
Lithuania,LTU,2008,0.1311
Lithuania,LTU,2009,0.1577
Lithuania,LTU,2010,0.224
Lithuania,LTU,2011,0.475
Lithuania,LTU,2012,0.5401
Lithuania,LTU,2013,0.6027
Lithuania,LTU,2014,0.6391
Lithuania,LTU,2015,0.8102999999999999
Lithuania,LTU,2016,1.1
Malaysia,MYS,1965,0
Malaysia,MYS,1966,0
Malaysia,MYS,1967,0
Malaysia,MYS,1968,0
Malaysia,MYS,1969,0
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0
Malaysia,MYS,2008,0
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0
Malaysia,MYS,2012,0
Malaysia,MYS,2013,0
Malaysia,MYS,2014,0
Malaysia,MYS,2015,0
Malaysia,MYS,2016,0
Mexico,MEX,1965,0
Mexico,MEX,1966,0
Mexico,MEX,1967,0
Mexico,MEX,1968,0
Mexico,MEX,1969,0
Mexico,MEX,1970,0
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.001
Mexico,MEX,1991,0.001
Mexico,MEX,1992,0.001
Mexico,MEX,1993,0.001
Mexico,MEX,1994,0.005
Mexico,MEX,1995,0.007
Mexico,MEX,1996,0.006
Mexico,MEX,1997,0.012
Mexico,MEX,1998,0.015
Mexico,MEX,1999,0.017
Mexico,MEX,2000,0.019
Mexico,MEX,2001,0.018
Mexico,MEX,2002,0.021
Mexico,MEX,2003,0.019
Mexico,MEX,2004,0.02
Mexico,MEX,2005,0.019
Mexico,MEX,2006,0.045
Mexico,MEX,2007,0.2484
Mexico,MEX,2008,0.255
Mexico,MEX,2009,0.596
Mexico,MEX,2010,1.322
Mexico,MEX,2011,1.3956
Mexico,MEX,2012,3.297
Mexico,MEX,2013,4.18505
Mexico,MEX,2014,6.426
Mexico,MEX,2015,8.744950000000001
Mexico,MEX,2016,10.555111320314778
Middle East,,1965,0
Middle East,,1966,0
Middle East,,1967,0
Middle East,,1968,0
Middle East,,1969,0
Middle East,,1970,0
Middle East,,1971,0
Middle East,,1972,0
Middle East,,1973,0
Middle East,,1974,0
Middle East,,1975,0
Middle East,,1976,0
Middle East,,1977,0
Middle East,,1978,0
Middle East,,1979,0
Middle East,,1980,0
Middle East,,1981,0
Middle East,,1982,0
Middle East,,1983,0
Middle East,,1984,0
Middle East,,1985,0
Middle East,,1986,0
Middle East,,1987,0
Middle East,,1988,0
Middle East,,1989,0
Middle East,,1990,0.001
Middle East,,1991,0.001
Middle East,,1992,0.001
Middle East,,1993,0.001
Middle East,,1994,0.001
Middle East,,1995,0.001
Middle East,,1996,0.001
Middle East,,1997,0.003
Middle East,,1998,0.003
Middle East,,1999,0.038000000000000006
Middle East,,2000,0.04
Middle East,,2001,0.047101010101009984
Middle East,,2002,0.044
Middle East,,2003,0.041999999999999996
Middle East,,2004,0.061
Middle East,,2005,0.08499999999999999
Middle East,,2006,0.138
Middle East,,2007,0.156
Middle East,,2008,0.209010101010101
Middle East,,2009,0.239020202020202
Middle East,,2010,0.176020202020202
Middle East,,2011,0.2295252525252525
Middle East,,2012,0.21853217102532166
Middle East,,2013,0.3875252525252525
Middle East,,2014,0.3695252525252525
Middle East,,2015,0.5222624618275782
Middle East,,2016,0.7103818876134071
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0.001
Netherlands,NLD,1987,0.002
Netherlands,NLD,1988,0.016
Netherlands,NLD,1989,0.023
Netherlands,NLD,1990,0.056
Netherlands,NLD,1991,0.088
Netherlands,NLD,1992,0.147
Netherlands,NLD,1993,0.174
Netherlands,NLD,1994,0.238
Netherlands,NLD,1995,0.317
Netherlands,NLD,1996,0.437
Netherlands,NLD,1997,0.475
Netherlands,NLD,1998,0.64
Netherlands,NLD,1999,0.645
Netherlands,NLD,2000,0.829
Netherlands,NLD,2001,0.825
Netherlands,NLD,2002,0.946
Netherlands,NLD,2003,1.318
Netherlands,NLD,2004,1.867
Netherlands,NLD,2005,2.067
Netherlands,NLD,2006,2.734
Netherlands,NLD,2007,3.437
Netherlands,NLD,2008,4.258333
Netherlands,NLD,2009,4.583333
Netherlands,NLD,2010,3.993056
Netherlands,NLD,2011,5.1001710000000005
Netherlands,NLD,2012,4.981828999999999
Netherlands,NLD,2013,5.627148
Netherlands,NLD,2014,5.797334
Netherlands,NLD,2015,7.549873
Netherlands,NLD,2016,7.942866806254791
New Zealand,NZL,1965,0
New Zealand,NZL,1966,0
New Zealand,NZL,1967,0
New Zealand,NZL,1968,0
New Zealand,NZL,1969,0
New Zealand,NZL,1970,0
New Zealand,NZL,1971,0
New Zealand,NZL,1972,0
New Zealand,NZL,1973,0
New Zealand,NZL,1974,0
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0.0006909090909090822
New Zealand,NZL,1993,0.0009858585858585757
New Zealand,NZL,1994,0.0010101010101009982
New Zealand,NZL,1995,0.0010101010101009982
New Zealand,NZL,1996,0.008326262626262524
New Zealand,NZL,1997,0.013593555555555414
New Zealand,NZL,1998,0.02206969696969669
New Zealand,NZL,1999,0.03899292929292885
New Zealand,NZL,2000,0.1202080808080794
New Zealand,NZL,2001,0.13898787878787708
New Zealand,NZL,2002,0.15548315959595788
New Zealand,NZL,2003,0.14647785454545262
New Zealand,NZL,2004,0.3614674989898946
New Zealand,NZL,2005,0.6145911649494864
New Zealand,NZL,2006,0.6212769911111018
New Zealand,NZL,2007,0.9296244150504943
New Zealand,NZL,2008,1.0581188036868572
New Zealand,NZL,2009,1.4774015201790647
New Zealand,NZL,2010,1.637253421712848
New Zealand,NZL,2011,1.9564518122512802
New Zealand,NZL,2012,2.0803755822328935
New Zealand,NZL,2013,2.024367076692197
New Zealand,NZL,2014,2.214394001386632
New Zealand,NZL,2015,2.3644633987052224
New Zealand,NZL,2016,2.326611823254496
Non-OECD,,1965,0
Non-OECD,,1966,0
Non-OECD,,1967,0
Non-OECD,,1968,0
Non-OECD,,1969,0
Non-OECD,,1970,0
Non-OECD,,1971,0
Non-OECD,,1972,0
Non-OECD,,1973,0
Non-OECD,,1974,0
Non-OECD,,1975,0
Non-OECD,,1976,0
Non-OECD,,1977,0
Non-OECD,,1978,0
Non-OECD,,1979,0
Non-OECD,,1980,0
Non-OECD,,1981,0
Non-OECD,,1982,0
Non-OECD,,1983,0
Non-OECD,,1984,0
Non-OECD,,1985,0
Non-OECD,,1986,0
Non-OECD,,1987,0
Non-OECD,,1988,0
Non-OECD,,1989,0
Non-OECD,,1990,0.03433333333333294
Non-OECD,,1991,0.12300090909090898
Non-OECD,,1992,0.22078313131312977
Non-OECD,,1993,0.312035656565654
Non-OECD,,1994,0.5899072727272681
Non-OECD,,1995,1.128285151515145
Non-OECD,,1996,1.0256194557474732
Non-OECD,,1997,1.3065784435151493
Non-OECD,,1998,1.5699841629564604
Non-OECD,,1999,2.1529233408518103
Non-OECD,,2000,2.721800127567669
Non-OECD,,2001,3.657298801619182
Non-OECD,,2002,3.908636322456959
Non-OECD,,2003,4.804214690948877
Non-OECD,,2004,8.01015259909231
Non-OECD,,2005,9.609044633354927
Non-OECD,,2006,15.537487876432786
Non-OECD,,2007,20.228860848770648
Non-OECD,,2008,30.68284898781445
Non-OECD,,2009,51.21863158670448
Non-OECD,,2010,72.71659046453382
Non-OECD,,2011,106.57407419003619
Non-OECD,,2012,143.4196164087905
Non-OECD,,2013,198.92518917136087
Non-OECD,,2014,224.57891708416395
Non-OECD,,2015,273.6368640946519
Non-OECD,,2016,357.5635091947098
North America,,1965,0
North America,,1966,0
North America,,1967,0
North America,,1968,0
North America,,1969,0
North America,,1970,0
North America,,1971,0
North America,,1972,0
North America,,1973,0
North America,,1974,0
North America,,1975,0
North America,,1976,0
North America,,1977,0
North America,,1978,0
North America,,1979,0
North America,,1980,0
North America,,1981,0
North America,,1982,0
North America,,1983,0.002694949494949462
North America,,1984,0.0065555555555554855
North America,,1985,0.006820202020201973
North America,,1986,0.005231313131313081
North America,,1987,0.004576767676767632
North America,,1988,0.0018797979797979703
North America,,1989,2.134376767676741
North America,,1990,2.8196868686868335
North America,,1991,2.983677777777741
North America,,1992,2.9766898989898656
North America,,1993,3.0961888888888516
North America,,1994,3.5459282828282412
North America,,1995,3.262215151515115
North America,,1996,3.3347363636363263
North America,,1997,3.3952474747474355
North America,,1998,3.133258585858552
North America,,1999,4.7123313131312745
North America,,2000,5.932758585858502
North America,,2001,7.152384848484767
North America,,2002,10.88486868686858
North America,,2003,12.00947070707059
North America,,2004,15.251607070706878
North America,,2005,19.561453535353298
North America,,2006,29.350714141413842
North America,,2007,38.02351206060566
North America,,2008,59.92795223232277
North America,,2009,81.80369156565573
North America,,2010,105.567279292928
North America,,2011,133.72836107122617
North America,,2012,159.09854631513156
North America,,2013,190.26372735155945
North America,,2014,210.52730142567032
North America,,2015,226.00148594351654
North America,,2016,266.5761909057972
Norway,NOR,1965,0
Norway,NOR,1966,0
Norway,NOR,1967,0
Norway,NOR,1968,0
Norway,NOR,1969,0
Norway,NOR,1970,0
Norway,NOR,1971,0
Norway,NOR,1972,0
Norway,NOR,1973,0
Norway,NOR,1974,0
Norway,NOR,1975,0
Norway,NOR,1976,0
Norway,NOR,1977,0
Norway,NOR,1978,0
Norway,NOR,1979,0
Norway,NOR,1980,0
Norway,NOR,1981,0
Norway,NOR,1982,0
Norway,NOR,1983,0
Norway,NOR,1984,0
Norway,NOR,1985,0
Norway,NOR,1986,0
Norway,NOR,1987,0
Norway,NOR,1988,0
Norway,NOR,1989,0
Norway,NOR,1990,0
Norway,NOR,1991,0
Norway,NOR,1992,0
Norway,NOR,1993,0
Norway,NOR,1994,0
Norway,NOR,1995,0
Norway,NOR,1996,0
Norway,NOR,1997,0
Norway,NOR,1998,0
Norway,NOR,1999,0.014276
Norway,NOR,2000,0.030199
Norway,NOR,2001,0.028758
Norway,NOR,2002,0.038903
Norway,NOR,2003,0.219796
Norway,NOR,2004,0.259519
Norway,NOR,2005,0.50703
Norway,NOR,2006,0.636
Norway,NOR,2007,0.892
Norway,NOR,2008,0.913
Norway,NOR,2009,0.977
Norway,NOR,2010,0.879
Norway,NOR,2011,1.283
Norway,NOR,2012,1.548
Norway,NOR,2013,1.881
Norway,NOR,2014,2.217
Norway,NOR,2015,2.515
Norway,NOR,2016,2.115742
OECD,,1965,0
OECD,,1966,0
OECD,,1967,0
OECD,,1968,0
OECD,,1969,0
OECD,,1970,0
OECD,,1971,0
OECD,,1972,0
OECD,,1973,0
OECD,,1974,0
OECD,,1975,0
OECD,,1976,0
OECD,,1977,0
OECD,,1978,0.003
OECD,,1979,0.006
OECD,,1980,0.010499999999999999
OECD,,1981,0.010499999999999999
OECD,,1982,0.018499999999999996
OECD,,1983,0.03279494949494946
OECD,,1984,0.04475555555555548
OECD,,1985,0.06422020202020197
OECD,,1986,0.1388313131313131
OECD,,1987,0.19537676767676762
OECD,,1988,0.33157979797979803
OECD,,1989,2.649776767676741
OECD,,1990,3.598137182565621
OECD,,1991,3.963105765616125
OECD,,1992,4.512028887838351
OECD,,1993,5.3841331628282445
OECD,,1994,6.535660955353494
OECD,,1995,7.134797888080771
OECD,,1996,8.153950901818144
OECD,,1997,10.68631742020198
OECD,,1998,14.348805296767642
OECD,,1999,19.084925403131273
OECD,,2000,28.781101505858498
OECD,,2001,34.98198362505041
OECD,,2002,49.07065509050494
OECD,,2003,58.58679130686856
OECD,,2004,77.56992407575738
OECD,,2005,94.61026649156817
OECD,,2006,117.49826364031642
OECD,,2007,150.61356375962788
OECD,,2008,188.37658224061605
OECD,,2009,226.68044042034657
OECD,,2010,268.7006865336904
OECD,,2011,329.96651680646943
OECD,,2012,383.4618119742488
OECD,,2013,445.48504961756566
OECD,,2014,484.7188548888347
OECD,,2015,554.3983114998651
OECD,,2016,601.9659968568868
Other Africa,,1965,0
Other Africa,,1966,0
Other Africa,,1967,0
Other Africa,,1968,0
Other Africa,,1969,0
Other Africa,,1970,0
Other Africa,,1971,0
Other Africa,,1972,0
Other Africa,,1973,0
Other Africa,,1974,0
Other Africa,,1975,0
Other Africa,,1976,0
Other Africa,,1977,0
Other Africa,,1978,0
Other Africa,,1979,0
Other Africa,,1980,0
Other Africa,,1981,0
Other Africa,,1982,0
Other Africa,,1983,0
Other Africa,,1984,0
Other Africa,,1985,0
Other Africa,,1986,0
Other Africa,,1987,0
Other Africa,,1988,0
Other Africa,,1989,0
Other Africa,,1990,0
Other Africa,,1991,0
Other Africa,,1992,0
Other Africa,,1993,0.002
Other Africa,,1994,0.0054
Other Africa,,1995,0.0063
Other Africa,,1996,0.0070999999999999995
Other Africa,,1997,0.0072
Other Africa,,1998,0.0076
Other Africa,,1999,0.0078
Other Africa,,2000,0.0955
Other Africa,,2001,0.23707999999999999
Other Africa,,2002,0.23106400000000002
Other Africa,,2003,0.247187
Other Africa,,2004,0.251267
Other Africa,,2005,0.25829900000000006
Other Africa,,2006,0.23344
Other Africa,,2007,0.33966099999999994
Other Africa,,2008,0.35740099999999997
Other Africa,,2009,0.5185909999999999
Other Africa,,2010,0.8366969999999999
Other Africa,,2011,0.850056
Other Africa,,2012,1.1344261999999998
Other Africa,,2013,1.9585800999999996
Other Africa,,2014,2.941814851
Other Africa,,2015,3.8809235013270063
Other Africa,,2016,4.47032779541848
Other Asia Pacific,,1965,0
Other Asia Pacific,,1966,0
Other Asia Pacific,,1967,0
Other Asia Pacific,,1968,0
Other Asia Pacific,,1969,0
Other Asia Pacific,,1970,0
Other Asia Pacific,,1971,0
Other Asia Pacific,,1972,0
Other Asia Pacific,,1973,0
Other Asia Pacific,,1974,0
Other Asia Pacific,,1975,0
Other Asia Pacific,,1976,0
Other Asia Pacific,,1977,0
Other Asia Pacific,,1978,0
Other Asia Pacific,,1979,0
Other Asia Pacific,,1980,0
Other Asia Pacific,,1981,0
Other Asia Pacific,,1982,0
Other Asia Pacific,,1983,0
Other Asia Pacific,,1984,0
Other Asia Pacific,,1985,0
Other Asia Pacific,,1986,0
Other Asia Pacific,,1987,0
Other Asia Pacific,,1988,0
Other Asia Pacific,,1989,0
Other Asia Pacific,,1990,0
Other Asia Pacific,,1991,0
Other Asia Pacific,,1992,0
Other Asia Pacific,,1993,0
Other Asia Pacific,,1994,0
Other Asia Pacific,,1995,0
Other Asia Pacific,,1996,0.0016402180000000001
Other Asia Pacific,,1997,0.004917092
Other Asia Pacific,,1998,0.005854207
Other Asia Pacific,,1999,0.009316067
Other Asia Pacific,,2000,0.010702049
Other Asia Pacific,,2001,0.010333847
Other Asia Pacific,,2002,0.011768735559999998
Other Asia Pacific,,2003,0.008090479570101011
Other Asia Pacific,,2004,0.01415555160040404
Other Asia Pacific,,2005,0.019965068600404038
Other Asia Pacific,,2006,0.03064275760040404
Other Asia Pacific,,2007,0.04258953060040404
Other Asia Pacific,,2008,0.05186023862060604
Other Asia Pacific,,2009,0.060477295511515136
Other Asia Pacific,,2010,0.12372149351151514
Other Asia Pacific,,2011,0.1621647235317171
Other Asia Pacific,,2012,0.21596320026707067
Other Asia Pacific,,2013,0.38411507569131315
Other Asia Pacific,,2014,0.5070667686913131
Other Asia Pacific,,2015,0.5835770246913131
Other Asia Pacific,,2016,0.5598141979024036
Other Europe & Eurasia,,1965,0
Other Europe & Eurasia,,1966,0
Other Europe & Eurasia,,1967,0
Other Europe & Eurasia,,1968,0
Other Europe & Eurasia,,1969,0
Other Europe & Eurasia,,1970,0
Other Europe & Eurasia,,1971,0
Other Europe & Eurasia,,1972,0
Other Europe & Eurasia,,1973,0
Other Europe & Eurasia,,1974,0
Other Europe & Eurasia,,1975,0
Other Europe & Eurasia,,1976,0
Other Europe & Eurasia,,1977,0
Other Europe & Eurasia,,1978,0
Other Europe & Eurasia,,1979,0
Other Europe & Eurasia,,1980,0
Other Europe & Eurasia,,1981,0
Other Europe & Eurasia,,1982,0
Other Europe & Eurasia,,1983,0
Other Europe & Eurasia,,1984,0
Other Europe & Eurasia,,1985,0
Other Europe & Eurasia,,1986,0
Other Europe & Eurasia,,1987,0
Other Europe & Eurasia,,1988,0
Other Europe & Eurasia,,1989,0
Other Europe & Eurasia,,1990,0
Other Europe & Eurasia,,1991,0
Other Europe & Eurasia,,1992,0
Other Europe & Eurasia,,1993,0.00042727272727272205
Other Europe & Eurasia,,1994,0.0006111111111111043
Other Europe & Eurasia,,1995,0.0005757575757575706
Other Europe & Eurasia,,1996,0.0015858585858585772
Other Europe & Eurasia,,1997,0.005295555555555549
Other Europe & Eurasia,,1998,0.007161515151515144
Other Europe & Eurasia,,1999,0.019707676767676763
Other Europe & Eurasia,,2000,0.029268282828282824
Other Europe & Eurasia,,2001,0.027249090909090903
Other Europe & Eurasia,,2002,0.037437474747474754
Other Europe & Eurasia,,2003,0.0832912878787879
Other Europe & Eurasia,,2004,0.1059387373737373
Other Europe & Eurasia,,2005,0.1749492424242423
Other Europe & Eurasia,,2006,0.2183807828282826
Other Europe & Eurasia,,2007,0.26347039393939387
Other Europe & Eurasia,,2008,0.3079549898989898
Other Europe & Eurasia,,2009,0.381294611111111
Other Europe & Eurasia,,2010,0.5709152021313131
Other Europe & Eurasia,,2011,0.8367407642828281
Other Europe & Eurasia,,2012,1.1495724496060604
Other Europe & Eurasia,,2013,1.4498874495757572
Other Europe & Eurasia,,2014,1.781141120646464
Other Europe & Eurasia,,2015,2.231528608262625
Other Europe & Eurasia,,2016,2.2930915432153314
Other Middle East,,1965,0
Other Middle East,,1966,0
Other Middle East,,1967,0
Other Middle East,,1968,0
Other Middle East,,1969,0
Other Middle East,,1970,0
Other Middle East,,1971,0
Other Middle East,,1972,0
Other Middle East,,1973,0
Other Middle East,,1974,0
Other Middle East,,1975,0
Other Middle East,,1976,0
Other Middle East,,1977,0
Other Middle East,,1978,0
Other Middle East,,1979,0
Other Middle East,,1980,0
Other Middle East,,1981,0
Other Middle East,,1982,0
Other Middle East,,1983,0
Other Middle East,,1984,0
Other Middle East,,1985,0
Other Middle East,,1986,0
Other Middle East,,1987,0
Other Middle East,,1988,0
Other Middle East,,1989,0
Other Middle East,,1990,0.001
Other Middle East,,1991,0.001
Other Middle East,,1992,0.001
Other Middle East,,1993,0.001
Other Middle East,,1994,0.001
Other Middle East,,1995,0.001
Other Middle East,,1996,0.001
Other Middle East,,1997,0.003
Other Middle East,,1998,0.003
Other Middle East,,1999,0.003
Other Middle East,,2000,0.003
Other Middle East,,2001,0.003
Other Middle East,,2002,0.003
Other Middle East,,2003,0.003
Other Middle East,,2004,0.003
Other Middle East,,2005,0.003
Other Middle East,,2006,0.003
Other Middle East,,2007,0.003
Other Middle East,,2008,0.0040101010101009985
Other Middle East,,2009,0.005020202020201996
Other Middle East,,2010,0.005020202020201996
Other Middle East,,2011,0.005525252525252496
Other Middle East,,2012,0.0055321710253216794
Other Middle East,,2013,0.005525252525252496
Other Middle East,,2014,0.005525252525252496
Other Middle East,,2015,0.1256252525252525
Other Middle East,,2016,0.31265800102532165
Other South & Central America,,1965,0
Other South & Central America,,1966,0
Other South & Central America,,1967,0
Other South & Central America,,1968,0
Other South & Central America,,1969,0
Other South & Central America,,1970,0
Other South & Central America,,1971,0
Other South & Central America,,1972,0
Other South & Central America,,1973,0
Other South & Central America,,1974,0
Other South & Central America,,1975,0
Other South & Central America,,1976,0
Other South & Central America,,1977,0
Other South & Central America,,1978,0
Other South & Central America,,1979,0
Other South & Central America,,1980,0
Other South & Central America,,1981,0
Other South & Central America,,1982,0
Other South & Central America,,1983,0
Other South & Central America,,1984,0
Other South & Central America,,1985,0
Other South & Central America,,1986,0
Other South & Central America,,1987,0
Other South & Central America,,1988,0
Other South & Central America,,1989,0
Other South & Central America,,1990,0
Other South & Central America,,1991,0
Other South & Central America,,1992,0
Other South & Central America,,1993,0.001717171717171697
Other South & Central America,,1994,0.007777777777777686
Other South & Central America,,1995,0.007777777777777686
Other South & Central America,,1996,0.029955985222222134
Other South & Central America,,1997,0.08373399797979787
Other South & Central America,,1998,0.07333138019888878
Other South & Central America,,1999,0.1110909203164645
Other South & Central America,,2000,0.21526919977979747
Other South & Central America,,2001,0.2282424293666661
Other South & Central America,,2002,0.31597414245252453
Other South & Central America,,2003,0.2957058578434336
Other South & Central America,,2004,0.35124089597676694
Other South & Central America,,2005,0.3107840815727266
Other South & Central America,,2006,0.39610048361818107
Other South & Central America,,2007,0.3724805334838374
Other South & Central America,,2008,0.3461692152010092
Other South & Central America,,2009,0.6779002187656551
Other South & Central America,,2010,0.8772529572254256
Other South & Central America,,2011,1.2278184790962678
Other South & Central America,,2012,1.9170769614087118
Other South & Central America,,2013,2.714185984664879
Other South & Central America,,2014,4.10813340204618
Other South & Central America,,2015,6.6255855543486595
Other South & Central America,,2016,8.079079484521019
Pakistan,PAK,1965,0
Pakistan,PAK,1966,0
Pakistan,PAK,1967,0
Pakistan,PAK,1968,0
Pakistan,PAK,1969,0
Pakistan,PAK,1970,0
Pakistan,PAK,1971,0
Pakistan,PAK,1972,0
Pakistan,PAK,1973,0
Pakistan,PAK,1974,0
Pakistan,PAK,1975,0
Pakistan,PAK,1976,0
Pakistan,PAK,1977,0
Pakistan,PAK,1978,0
Pakistan,PAK,1979,0
Pakistan,PAK,1980,0
Pakistan,PAK,1981,0
Pakistan,PAK,1982,0
Pakistan,PAK,1983,0
Pakistan,PAK,1984,0
Pakistan,PAK,1985,0
Pakistan,PAK,1986,0
Pakistan,PAK,1987,0
Pakistan,PAK,1988,0
Pakistan,PAK,1989,0
Pakistan,PAK,1990,0
Pakistan,PAK,1991,0
Pakistan,PAK,1992,0
Pakistan,PAK,1993,0
Pakistan,PAK,1994,0
Pakistan,PAK,1995,0
Pakistan,PAK,1996,0
Pakistan,PAK,1997,0
Pakistan,PAK,1998,0
Pakistan,PAK,1999,0
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0
Pakistan,PAK,2004,0
Pakistan,PAK,2005,0
Pakistan,PAK,2006,0
Pakistan,PAK,2007,0
Pakistan,PAK,2008,0
Pakistan,PAK,2009,0
